ID,division,clase,orden,familia,genero,tipo,color,colector,numerocatalogo,numerocolecta,siglascoleccion
24653,Magnoliophyta,Liliopsida,Poales,57,270,Hierba ,1,J.R. Reeder; C.G. Reeder,212217,4869,ARIZ
136652,Magnoliophyta,Magnoliopsida,Solanales,58,321,Sufrútice,5,M. C. Johnston; T. L. Wendt; F. Chiang C.,192663,11280,LL
113215,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,18,R. V. Moran,93585,6978,TEX
98680,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Sufrútice,7,R.M. Turner; J.R. Hastings,182049,71-113,ARIZ
23522,Magnoliophyta,Liliopsida,Poales,57,238,Hierba ,11,JLLL,25495,1320,HCIB
101607,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,7,S. González E.; J. Rzedowski,88461,2994,TEX
36815,Magnoliophyta,Liliopsida,Poales,57,575,Hierba ,3,E. Estrada; Y. Lumbreras; C. Platas,NO DISPONIBLE,15971,CFNL
128170,Magnoliophyta,Magnoliopsida,Ranunculales,67,182,Sufrútice,7,González Medrano; Francisco; E. Martínez O.,NO DISPONIBLE,3212,MEXU
90856,Magnoliophyta,Magnoliopsida,Caryophyllales,27,524,Árbol,7,J. R. Reeder et C. O. Reeder,NO DISPONIBLE,7162,ARIZ
31111,Magnoliophyta,Liliopsida,Poales,57,491,Hierba ,11,H.S. Gentry,122000,7763,ARIZ
77349,Magnoliophyta,Magnoliopsida,Capparales,25,506,Hierba ,7,M. C. Johnston; T. L. Wendt; F. Chiang C.,148886,10333,LL
136530,Magnoliophyta,Magnoliopsida,Solanales,58,276,Hierba ,13,J. Rebman,13935,5331,HCIB
80663,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Arbusto,7,JLLL,26772,11292,HCIB
2554,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO DISPONIBLE,dbsn191803,NO DISPONIBLE,ARIZ
2586,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,U.G.,NO APLICA,UG 2176,FESI
118175,Magnoliophyta,Magnoliopsida,Malvales,39,3,arbusto,1,H.S. Gentry; J. Arguelles,NO DISPONIBLE,18148,ARIZ
128370,Magnoliophyta,Magnoliopsida,Ranunculales,67,603,Hierba ,7,Rzedowski,NO DISPONIBLE,32390,ENCB
77716,Magnoliophyta,Magnoliopsida,Capparales,25,657,Hierba ,1,Robert Folger Thorne; Steve Boyd; et al.,3762,61703,BCMEX
11302,Magnoliophyta,Liliopsida,Najadales,63,618,Hierba ,18,Fassett,125469,28472,MEXU
138296,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,NO DISPONIBLE,dbsn287528,NO DISPONIBLE,ARIZ
15539,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,1,NO DISPONIBLE,1298511,NO DISPONIBLE,MO
23098,Magnoliophyta,Liliopsida,Poales,57,238,Hierba ,1,"Lyonnet, Ernest",NO DISPONIBLE,3917,MEXU
103245,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,M. Martínez,NO APLICA,3714,QMEX
3295,Magnoliophyta,Liliopsida,Asparagales,15,89,Árbol,1,OTéllez,NO APLICA,NO APLICA,NO APLICA
76050,Magnoliophyta,Magnoliopsida,Boraginales,24,716,Hierba ,17,J. Henrickson,1227712,12541,MEXU
129141,Magnoliophyta,Magnoliopsida,Rhamnales,69,188,Arbusto,7,P. Balderas,NO APLICA,339,QMEX
101181,Magnoliophyta,Magnoliopsida,Lamiales,1,378,Hierba ,7,R. Moran,32761,20459,SD
93011,Magnoliophyta,Magnoliopsida,Caryophyllales,42,486,Arbusto,1,J.H. Thomas,NO DISPONIBLE,8267,ENCB
138751,Magnoliophyta,Magnoliopsida,Solanales,84,510,Hierba ,17,R. S. Felger; J. Hunter; J. Hunter,227520,85-373,TEX
120975,Magnoliophyta,Magnoliopsida,Malvales,39,653,Hierba ,1,I. L. Wiggins,72711,5639,TEX
41237,Magnoliophyta,Liliopsida,Poales,57,722,Hierba ,7,NO DISPONIBLE,2154402,NO DISPONIBLE,US
88025,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,Carlos Gómez Hinostrosa,CGH00428,CGH00042,MEXU
74878,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,Abel García Arévalo,1407,3433,CIIDIR
4043,Magnoliophyta,Liliopsida,Asparagales,15,255,Hierba ,7,R. GALVAN V.; J. D. GALVAN V.,NO DISPONIBLE,1003,ENCB
17622,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,11,Hinton; et al.,201181,27418,TEX
88834,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,I. Díaz,662698,410,MEXU
133020,Magnoliophyta,Magnoliopsida,Sapindales,7,14,Árbol,7,F. González M.; V. Jaramillo L.; J. L. Villaseñor R.,336667,F-1288,MEXU
117604,Magnoliophyta,Magnoliopsida,Malpighiales,51,551,Hierba ,5,A.L. Reina G.; T.R. Van Devender; S.C. Doan; G.M. Ferguson; Z. Liu; R. Johnson; J. Anderson,10338,2004-305,USON
43959,Pteridophyta,Lycopodiopsida,Selaginellales,81,645,Hierba ,7,NO DISPONIBLE,2264133,NO DISPONIBLE,MO
29537,Magnoliophyta,Liliopsida,Poales,57,430,Hierba ,7,J. L. León de la Luz,10438,9105,HCIB
94366,Magnoliophyta,Magnoliopsida,Gentianales,9,58,Hierba ,7,JCH,NO DISPONIBLE,17900,GBH
12409,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,11,M. Domínguez L.,18258,3379,HCIB
120343,Magnoliophyta,Magnoliopsida,Malvales,39,460,Arbusto,7,A.L. Reina G.; T.R. Van Devender,13573,2008-46,USON
110120,Magnoliophyta,Magnoliopsida,Malpighiales,31,95,Árbol,7,R. Moran,35307,21463,SD
113953,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,A. Medel,26659,11-045,HCIB
109796,Magnoliophyta,Magnoliopsida,Malpighiales,31,4,Hierba ,2,"Tenorio Lezama, Pedro",NO DISPONIBLE,11784,MEXU
1089,Magnoliophyta,Liliopsida,Asparagales,6,484,Hierba ,7,A. Morales R.,NO APLICA,2,QMEX
21017,Magnoliophyta,Liliopsida,Poales,57,173,Hierba ,1,Reeder J.R.; Reeder Charlotte G.,781179,3841,MEXU
121500,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,3,Ira L. Wiggins,107058,15994,MEXU
118858,Magnoliophyta,Magnoliopsida,Malvales,39,47,Hierba ,13,J. Rzedowski,NO APLICA,50157,QMEX
132975,Magnoliophyta,Magnoliopsida,Santalales,43,639,Arbusto,1,R. Fernández N.,92141,4859,IEB
37992,Magnoliophyta,Liliopsida,Poales,57,648,Hierba ,5,"Johnston, Marshall Conring; F. Chiang C.; T. L. Wendt",NO DISPONIBLE,7993,ANSM
13864,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,18,NO DISPONIBLE,dbsn274992,NO DISPONIBLE,ARIZ
92573,Magnoliophyta,Magnoliopsida,Caryophyllales,42,104,Arbusto,1,NO DISPONIBLE,dbsn178161,NO DISPONIBLE,ARIZ
102365,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,15,A. Salinas T.; A. Campos V.,89294,F-3662,TEX
22305,Magnoliophyta,Liliopsida,Poales,57,173,Hierba ,1,"Iribe-Duarte, J. Fernando",NO DISPONIBLE,189,COCA
43056,Magnoliophyta,Liliopsida,Poales,57,771,Hierba ,7,RTS,6917-SLP-65,NO DISPONIBLE,URG-BGM
74846,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,Hiriart Valencia; Patricia,NO DISPONIBLE,214,MEXU
95179,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,E. Ventura; E. López,184621,6159,TEX
17381,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,1,"Vásquez-Aldape, Ricardo; L. E. Rodríguez G.",NO DISPONIBLE,19,ANSM
10243,Magnoliophyta,Liliopsida,Liliales,37,129,Hierba ,3,T.R. Van Devender; A.L. Reina G.,NO DISPONIBLE,2005-587,ARIZ
42138,Magnoliophyta,Liliopsida,Poales,57,736,Hierba ,7,SKOVMAND,NO DISPONIBLE,PUE94.10,CIMMYT
74834,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,JLLL,24901,1262,HCIB
98645,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Hierba ,7,NO PROPORCIONADO,NO APLICA,NO APLICA,NO DISPONIBLE
26343,Magnoliophyta,Liliopsida,Poales,57,275,Hierba ,11,José Luis León de la Luz,3427,4321,HCIB
85339,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,14,N. P. Taylor,K000062618,194,K
93059,Magnoliophyta,Magnoliopsida,Caryophyllales,42,486,Arbusto,1,G. L. Webster; E. Aguirre P.,95349,2923,TEX
116336,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,7,NO PROPORCIONADO,NO APLICA,NO APLICA,NO DISPONIBLE
5708,Magnoliophyta,Liliopsida,Bromeliales,26,714,Hierba ,15,P. PINEDA,NO DISPONIBLE,38,ENCB
32402,Magnoliophyta,Liliopsida,Poales,57,496,Hierba ,1,J.A. Miranda S.; L. Aragón,21699,1094,COCA
8929,Magnoliophyta,Liliopsida,Cyperales,29,263,Hierba ,2,Abel García Arévalo,1480,3625,CIIDIR
82364,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,J. Rzedowski,NO APLICA,53385,QMEX
123890,Magnoliophyta,Magnoliopsida,Plantaginales,54,80,Sufrútice,5,NO DISPONIBLE,dbsn286500,NO DISPONIBLE,ARIZ
103157,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,15,NO DISPONIBLE,K000064356,NO DISPONIBLE,K
37632,Magnoliophyta,Liliopsida,Poales,57,642,Hierba ,11,NO DISPONIBLE,2639628,NO DISPONIBLE,MO
85505,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,1,J. Rebman,6493,2671,HCIB
130426,Magnoliophyta,Magnoliopsida,Rosales,71,36,Hierba ,7,ROMERO R.,NO DISPONIBLE,849,ENCB
99949,Magnoliophyta,Magnoliopsida,Lamiales,1,139,Hierba ,7,A. Flores M.; J. Sánchez E.,129648,5453,IEB
117363,Magnoliophyta,Magnoliopsida,Malpighiales,50,741,Arbusto,4,J.L. León de la Luz,25909,12693,HCIB
14831,Magnoliophyta,Liliopsida,Poales,57,107,Hierba ,11,E. DIAZ V.,NO DISPONIBLE,279,ENCB
75290,Magnoliophyta,Magnoliopsida,Boraginales,24,534,Hierba ,7,R. S. Felger; R. Valenzuela L.,877906,86-143-A,MEXU
83899,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,R.S. Felger; K. Cliffton; G.P. Nabhan,283729,75-28A,ARIZ
131257,Magnoliophyta,Magnoliopsida,Rosales,71,747,Árbol,7,M. C. Johnston; T. L. Wendt; F. Chiang C.,152157,10920,LL
13710,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,1,"Rodríguez-Gámez, Andrés",NO DISPONIBLE,1067,ANSM
91129,Magnoliophyta,Magnoliopsida,Caryophyllales,27,540,Arbusto,18,I. L. WIGGINS,264129,5599,CAS-BOT
122848,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Sufrútice,1,NO DISPONIBLE,2322086,NO DISPONIBLE,MO
119987,Magnoliophyta,Magnoliopsida,Malvales,39,373,Arbusto,16,L. J. Dorr; T. L. Atkins,74799,2367,TEX
33563,Magnoliophyta,Liliopsida,Poales,57,496,Hierba ,11,J. L. LEON L.,NO DISPONIBLE,23-18,ENCB
136289,Magnoliophyta,Magnoliopsida,Sapindales,90,754,Arbusto,7,Duncan M. Porter,432388,404,CAS-BOT
73613,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,Ira L. Wiggins,94520,17487,SD
25056,Magnoliophyta,Liliopsida,Poales,57,275,Hierba ,1,Stephen D. Koch Olt; Manuel González Ledezma,NO DISPONIBLE,8666,CHAPA
76338,Magnoliophyta,Magnoliopsida,Capparales,25,116,Hierba ,1,A.L. Reina; J. Sánchez E.; G. Yanes,3636,95-25,USON
35191,Magnoliophyta,Liliopsida,Poales,57,528,Hierba ,11,Abel García Arévalo,116,2723,INECOL-CRD
22061,Magnoliophyta,Liliopsida,Poales,57,173,Hierba ,11,"Valdés-Reyna, Jesús",NO DISPONIBLE,3,ANSM
84444,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,Reid Moran,54823,11057,CAS-BOT
102558,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,6,James S. Miller; M. Merello; A. Pool,NO DISPONIBLE,7289,MO
27426,Magnoliophyta,Liliopsida,Poales,57,281,Hierba ,11,NO DISPONIBLE,dbsn212709,NO DISPONIBLE,ARIZ
23010,Magnoliophyta,Liliopsida,Poales,57,238,Hierba ,11,NO DISPONIBLE,dbsn277329,NO DISPONIBLE,ARIZ
40015,Magnoliophyta,Liliopsida,Poales,57,669,Hierba ,7,M.C. Johnston; T. Wendt; F. Chiang,NO DISPONIBLE,11594,ENCB
82267,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,P. Tenorio L.; C. Romero de T. J. M.,559560,3953,MEXU
78171,Magnoliophyta,Magnoliopsida,Caryophyllales,3,478,Hierba ,7,R. Domínguez C.,5061,1322,HCIB
33667,Magnoliophyta,Liliopsida,Poales,57,496,Hierba ,1,B. Hinton; et al.,135071,20859,IEB
13401,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,11,T. Van Devender,17843,692,HCIB
85897,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,16,"MARTINEZ-AVALOS, J.; J. JIMENEZ; A. MORA",NO DISPONIBLE,489,UAT
767,Magnoliophyta,Liliopsida,Asparagales,6,26,Hierba ,17,R.V. Moran,165050,12903,ARIZ
12268,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,11,M. de la Cerda L.,58335,3208,IEB
99545,Magnoliophyta,Magnoliopsida,Hamamelidales,55,567,Árbol,7,NO DISPONIBLE,NO DISPONIBLE,865,IEB
80242,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Sufrútice,18,James S. Miller; M. Merello; A. Pool,NO DISPONIBLE,7293,MO
139195,Magnoliophyta,Magnoliopsida,Solanales,84,543,Hierba ,17,J. RZEDOWSKI R.,NO DISPONIBLE,35794,ENCB
17054,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,11,"Johnston, Ivan Marshall",NO DISPONIBLE,9159,MEXU
102155,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,3,Raymundo Domínguez,513028,NO DISPONIBLE,RSA
44311,Magnoliophyta,Magnoliopsida,Apiales,8,66,Hierba ,7,"Tenorio Lezama, Pedro",NO DISPONIBLE,11237,MEXU
3815,Magnoliophyta,Liliopsida,Asparagales,15,223,Hierba ,8,NO DISPONIBLE,dbsn169035,NO DISPONIBLE,ARIZ
89916,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,NO DISPONIBLE,2132091,NO DISPONIBLE,MO
83585,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,J. L. León de la Luz,4361,7283,HCIB
84719,Magnoliophyta,Magnoliopsida,Caryophyllales,27,256,Arbusto,1,OTéllez,NO APLICA,NO APLICA,NO APLICA
8701,Magnoliophyta,Liliopsida,Cyperales,29,263,Hierba ,2,M. Domínguez L.,11248,2444,HCIB
103009,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,Rzedowski,NO DISPONIBLE,24828,ENCB
92576,Magnoliophyta,Magnoliopsida,Caryophyllales,42,104,Arbusto,1,J. L. León de la Luz,9911,8534,HCIB
32197,Magnoliophyta,Liliopsida,Poales,57,496,Hierba ,1,"Peterson, Paul M.; M. A. Carranza P.",NO DISPONIBLE,8427,ANSM
39869,Magnoliophyta,Liliopsida,Poales,57,669,Hierba ,7,C.G. Pringle,8475,815,MEXU
115039,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,NO DISPONIBLE,dbsn290692,NO DISPONIBLE,ARIZ
104430,Magnoliophyta,Magnoliopsida,Lamiales,36,390,Arbusto,20,R.S. Felger; A. Russell; N. Thomas,328402,10113,ARIZ
132415,Magnoliophyta,Magnoliopsida,Rubiales,72,382,Hierba ,7,D. S. Correll; I. M. Johnston,45512,21326,LL
36195,Magnoliophyta,Liliopsida,Poales,57,531,Hierba ,11,NO DISPONIBLE,1763175,NO DISPONIBLE,US
38395,Magnoliophyta,Liliopsida,Poales,57,648,Hierba ,11,J.R. Reeder; C.G. Reeder,215123,2908,ARIZ
14833,Magnoliophyta,Liliopsida,Poales,57,107,Hierba ,11,H. Bravo M.,1543,7,ECO-CH-H
137219,Magnoliophyta,Magnoliopsida,Solanales,84,136,Hierba ,16,J.L. Panero; J.I. Calzada M.,112270,4029,IEB
33005,Magnoliophyta,Liliopsida,Poales,57,496,Hierba ,11,NO DISPONIBLE,2463577,NO DISPONIBLE,US
134897,Magnoliophyta,Magnoliopsida,Sapindales,7,633,Árbol,7,J.A. Zavala H.,NO DISPONIBLE,65,NO DISPONIBLE
94925,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Hierba ,16,NO DISPONIBLE,262,NO DISPONIBLE,MEXU
74895,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,R. V. Moran,225621,7011,TEX
123143,Magnoliophyta,Magnoliopsida,Papaverales,49,62,Arbusto,1,F. Q. Borkly,NO DISPONIBLE,147344,TEX
1039,Magnoliophyta,Liliopsida,Asparagales,6,399,Hierba ,2,G. B. Hinton,177613,25724,TEX
34648,Magnoliophyta,Liliopsida,Poales,57,500,Hierba ,11,"Peterson, Paul M.; M. A. Carranza P.",NO DISPONIBLE,8408,ANSM
128642,Magnoliophyta,Magnoliopsida,Rhamnales,69,149,Arbusto,7,NO DISPONIBLE,2123370,NO DISPONIBLE,MO
18386,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,11,"López de la Cruz, Javier E.",NO DISPONIBLE,133,COCA
43429,Magnoliophyta,Liliopsida,Poales,57,771,Hierba ,11,CVM; ND,5151-NL-71,CVM y estudiantes de UANL 25,URG-BGM
23966,Magnoliophyta,Liliopsida,Poales,57,241,Hierba ,1,R. M. Turner,186497,61-101,TEX
13504,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,1,I.M. Johnston,1724870,7374,US
13779,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,1,"Johnston, Marshall Conring; T. L. Wendt; F. Chiang C.",NO DISPONIBLE,10230,MEXU
79578,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,arbusto,7,José Luis León de la Luz,6724,7803,HCIB
105888,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Sufrútice,15,J. J. Pérez Navarro,10349,1061,HCIB
30560,Magnoliophyta,Liliopsida,Poales,57,475,Hierba ,11,R. Moran,3262,10457,SD
13950,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,18,E. G. Marsh,143283,1330,TEX
112453,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,B. L. Turner,90421,6025,TEX
43629,Magnoliophyta,Liliopsida,Poales,57,771,Hierba ,11,NO DISPONIBLE,CIMMYTMA-007331,NO DISPONIBLE,CIMMYT
129555,Magnoliophyta,Magnoliopsida,Rhamnales,69,407,Árbol,7,NO DISPONIBLE,2708302,NO DISPONIBLE,MO
127795,Magnoliophyta,Magnoliopsida,Primulales,64,42,Arbusto,7,Y. Pantoja,163840,201,IEB
137165,Magnoliophyta,Magnoliopsida,Solanales,84,136,Hierba ,16,S.L. Friedman; J.D. Freeh,330277,306-94,ARIZ
137476,Magnoliophyta,Magnoliopsida,Solanales,84,224,Hierba ,16,"Jon Rebman, et al.",NO DISPONIBLE,4429,BCMEX
1446,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,"Gentry, H.S.; Arguelles",s/n,11517,DES
41186,Magnoliophyta,Liliopsida,Poales,57,683,Hierba ,11,J. A. Villarreal,NO APLICA,4502,QMEX
41899,Magnoliophyta,Liliopsida,Poales,57,733,Hierba ,7,R.S. Felger; J.J. Sánchez E.; L. Moreno M.; O. Gutiérrez R.; M. Espericueta B.,357433,ene-50,ARIZ
98748,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Sufrútice,7,R.S. Felger,200353,3109,ARIZ
86291,Magnoliophyta,Magnoliopsida,Caryophyllales,27,427,Arbusto,7,"Monsalvo-Reyes,  A.C.; Martínez, D.C.; Pérez, C.J.; Cruz, S.J.; Martínez, M.N.; De La Torre,  A. R.; Fuentes, M. V.",NO DISPONIBLE,CFP177,IZTA
26707,Magnoliophyta,Liliopsida,Poales,57,281,Hierba ,1,"McKee, Hugh S.",NO DISPONIBLE,10860,MEXU
30436,Magnoliophyta,Liliopsida,Poales,57,448,Hierba ,11,M.F. Robert; J. Passini,NO DISPONIBLE,5870,ENCB
110037,Magnoliophyta,Magnoliopsida,Malpighiales,31,15,Árbol,2,A.M. Carter; J.A. Reese,229423,4577,ARIZ
79961,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Hierba ,18,P. Flanagan,132558,NO DISPONIBLE,SD
118252,Magnoliophyta,Magnoliopsida,Malvales,39,3,arbusto,1,T. F. Daniel,8183,6903,HCIB
94219,Magnoliophyta,Magnoliopsida,Ebenales,76,654,Árbol,12,NO DISPONIBLE,2390712,NO DISPONIBLE,MO
121675,Magnoliophyta,Magnoliopsida,Malvales,39,713,arbusto,7,Laurence J. Dorr,340387,2589,MEXU
95938,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,NO DISPONIBLE,428231,NO DISPONIBLE,MO
130371,Magnoliophyta,Magnoliopsida,Rosales,71,17,Arbusto,7,NO DISPONIBLE,1007913,NO DISPONIBLE,MO
22969,Magnoliophyta,Liliopsida,Poales,57,230,Hierba ,1,"López de la Cruz, Javier E.",NO DISPONIBLE,160,COCA
109401,Magnoliophyta,Magnoliopsida,Malpighiales,31,4,arbusto,2,Jon Rebman,NO DISPONIBLE,5015,BCMEX
84450,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,Charles Harbison,37034,0,CAS-BOT
37437,Magnoliophyta,Liliopsida,Poales,57,635,Hierba ,5,J.A. Villarreal Q.,35248,7346,CHAP
87321,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,7,"MARTINEZ-AVALOS, J.; J. JIMENEZ; A. MORA",NO DISPONIBLE,329,UAT
47,Magnoliophyta,Liliopsida,Alismatales,4,259,Hierba ,7,NO DISPONIBLE,421474,NO DISPONIBLE,MEXU
101890,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,7,Reid Moran,356796,7107,RSA
17178,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,1,J.A. VILLARREAL; J. ELIZONDO; J.J. LOPEZ,NO DISPONIBLE,4173,CIIDIR
101992,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,3,T.F. Daniel; M. Baker,NO DISPONIBLE,3719,MO
79156,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,8,RDC,26854,3552,HCIB
80146,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Sufrútice,7,F. Casillas F.,NO DISPONIBLE,358,BCMEX
79228,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,8,José Luis León de la Luz,8016,8295,HCIB
84315,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,14,Reid Moran,77934,18448,CAS-BOT
7719,Magnoliophyta,Liliopsida,Cyperales,29,215,Hierba ,2,R. Moran,45766,3630,SD
26570,Magnoliophyta,Liliopsida,Poales,57,279,Hierba ,1,A.L. Reina G.; T.R. Van Devender,13387,2006-503,USON
87966,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,17,NO DISPONIBLE,dbsn75912,NO DISPONIBLE,ARIZ
126355,Magnoliophyta,Magnoliopsida,Polygonales,60,175,Arbusto,7,Reid Moran,65105,12829,SD
40485,Magnoliophyta,Liliopsida,Poales,57,669,Hierba ,7,JJPN,8864,571,HCIB
18038,Magnoliophyta,Liliopsida,Poales,57,110,Hierba ,11,A. Búrquez; L. Varela; E. Búrquez,6899,97-439,USON
37723,Magnoliophyta,Liliopsida,Poales,57,648,Hierba ,5,"Villarreal-Quintanilla, José Angel; M. A. Carranza P.",NO DISPONIBLE,5184,ANSM
81399,Magnoliophyta,Magnoliopsida,Caryophyllales,5,164,Hierba ,7,Rzedowski,NO DISPONIBLE,25582,ENCB
26784,Magnoliophyta,Liliopsida,Poales,57,281,Hierba ,1,GSH,NO DISPONIBLE,23004,GBH
41499,Magnoliophyta,Liliopsida,Poales,57,731,Hierba ,7,T.R. Van Devender; R.K. Van Devender; S.A. Meyer; C.D. Bertelsen; K.J. Johnson; S.L. Friedman,294885,92-130,ARIZ
22198,Magnoliophyta,Liliopsida,Poales,57,173,Hierba ,1,B. Emery,246488,139,TEX
12204,Magnoliophyta,Liliopsida,Poales,57,64,Hierba ,1,M. de la Cerda-Lemus,68609,3208,XAL
3584,Magnoliophyta,Liliopsida,Asparagales,15,223,Hierba ,8,OTéllez,NO APLICA,NO APLICA,NO APLICA
138362,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,J. J. Pérez Navarro,7218,390,HCIB
85734,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,1,M. González,14674,4388 g,CIIDIR
20807,Magnoliophyta,Liliopsida,Poales,57,169,Hierba ,11,ROMERO R.,NO DISPONIBLE,1648,ENCB
97890,Magnoliophyta,Magnoliopsida,Gentianales,9,471,Sufrútice,7,L. Hernández,NO APLICA,4418,QMEX
97808,Magnoliophyta,Magnoliopsida,Gentianales,9,471,Sufrútice,1,H.S. Gentry,123281,7813,ARIZ
107865,Magnoliophyta,Magnoliopsida,Lamiales,47,146,Hierba ,1,K. C. Nixon; C. P. Cowan,87079,1064,TEX
90522,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,P. Colunga,10461,PC-77,CHAP
40200,Magnoliophyta,Liliopsida,Poales,57,669,Hierba ,7,J.J. Pérez Navarro,9774,888,HCIB
73662,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,R. Moran,14174,12959,SD
121595,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,3,Smkanne,184260,674,TEX
73695,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,NO DISPONIBLE,dbsn193696,NO DISPONIBLE,ARIZ
28374,Magnoliophyta,Liliopsida,Poales,57,375,Hierba ,11,W.L. Wagner; J.C. Solomon,NO DISPONIBLE,4345,MO
74760,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,M. Domínguez L.,5623,1274,HCIB
27004,Magnoliophyta,Liliopsida,Poales,57,281,Hierba ,11,F. Chiang C.; T. L. Wendt; M. C. Johnston,188433,8940-B,LL
109921,Magnoliophyta,Magnoliopsida,Malpighiales,31,4,Hierba ,2,J. S. Henrickson; B. Prigge,215093,15194-3,TEX
100399,Magnoliophyta,Magnoliopsida,Lamiales,1,139,Hierba ,7,NO DISPONIBLE,K000064871,NO DISPONIBLE,K
39944,Magnoliophyta,Liliopsida,Poales,57,669,Hierba ,11,"Wendt, T. L.; Chiang F.; Johnston",841905,9926,MEXU
77413,Magnoliophyta,Magnoliopsida,Capparales,25,536,Hierba ,17,NO DISPONIBLE,2022248,NO DISPONIBLE,MO
